layer_id,enrichment_id,symbol,timeframe,layer_type,label,x0,x1,y0,y1,price,timestamp,style,source_field,is_study_only
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_breakout_level,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_breakout_level,Ruptura estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,0.8637786666666661,0.8637786666666661,0.8637786666666661,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_sl_study,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_sl_study,SL estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,0.86187,0.86187,0.86187,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_tp1_study,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_tp1_study,TP1 estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,0.86722,0.86722,0.86722,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_tp2_study,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_tp2_study,TP2 estudio,2026-06-02 00:00:00,2026-06-08 12:08:22.499286+00:00,0.87044596,0.87044596,0.87044596,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_cross_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_cross_marker,Cruce MACD,,,,,0.86386,2026-06-04 00:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,0.8637786666666661,2026-06-03 16:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133|macd_current_price_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|BUY|133,EURGBP.r,H4,macd_current_price_marker,Precio actual,,,,,0.86386,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_w1_leg,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_w1_leg,W1 estudio,2026-05-18 16:00:00,2026-05-27 08:00:00,0.87269,0.86187,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_w2_retracement,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_w2_retracement,W2 estudio,2026-05-27 08:00:00,2026-06-02 00:00:00,0.86187,0.86709,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_w2_directrix,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_w2_directrix,Reg W2 lows tardia,2026-05-27 08:00:00,2026-06-08 08:00:00,0.8654800833333336,0.8683686547619036,,,dot:#8aa8a3,w2_low_regression_projected,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_breakout_level,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_breakout_level,Ruptura estudio,2026-05-27 08:00:00,2026-06-08 12:08:22.499286+00:00,0.8663827619047617,0.8663827619047617,0.8663827619047617,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_sl_study,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_sl_study,SL estudio,2026-05-27 08:00:00,2026-06-08 12:08:22.499286+00:00,0.86709,0.86709,0.86709,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_tp1_study,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_tp1_study,TP1 estudio,2026-05-27 08:00:00,2026-06-08 12:08:22.499286+00:00,0.85733,0.85733,0.85733,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_tp2_study,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_tp2_study,TP2 estudio,2026-05-27 08:00:00,2026-06-08 12:08:22.499286+00:00,0.85064324,0.85064324,0.85064324,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_cross_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_cross_marker,Cruce MACD,,,,,0.86386,2026-06-05 16:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,0.8663827619047617,2026-05-29 20:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133|macd_current_price_marker,macd_breakout_enrichment_v1|EURGBP.r|H4|SELL|133,EURGBP.r,H4,macd_current_price_marker,Precio actual,,,,,0.86386,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743|macd_w1_leg,macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743,EURJPY.r,H4,macd_w1_leg,W1 estudio,2026-05-07 16:00:00,2026-06-05 16:00:00,183.012,186.151,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743|macd_sl_study,macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743,EURJPY.r,H4,macd_sl_study,SL estudio,2026-06-05 16:00:00,2026-06-08 12:08:22.499286+00:00,183.012,183.012,183.012,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743|macd_tp1_study,macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743,EURJPY.r,H4,macd_tp1_study,TP1 estudio,2026-06-05 16:00:00,2026-06-08 12:08:22.499286+00:00,187.113,187.113,187.113,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743|macd_tp2_study,macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743,EURJPY.r,H4,macd_tp2_study,TP2 estudio,2026-06-05 16:00:00,2026-06-08 12:08:22.499286+00:00,189.052902,189.052902,189.052902,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743|macd_current_price_marker,macd_breakout_enrichment_v1|EURJPY.r|H4|BUY|743,EURJPY.r,H4,macd_current_price_marker,Precio actual,,,,,184.154,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_w1_leg,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_w1_leg,W1 estudio,2026-05-06 04:00:00,2026-05-07 16:00:00,184.702,183.012,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_w2_retracement,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_w2_retracement,W2 estudio,2026-05-07 16:00:00,2026-06-05 16:00:00,183.012,186.151,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_w2_directrix,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_w2_directrix,Reg W2 lows estudio,2026-05-07 16:00:00,2026-06-08 08:00:00,184.11774514285716,185.73678790783413,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_breakout_level,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_breakout_level,Ruptura estudio,2026-05-07 16:00:00,2026-06-08 12:08:22.499286+00:00,185.67451703225808,185.67451703225808,185.67451703225808,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_sl_study,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_sl_study,SL estudio,2026-05-07 16:00:00,2026-06-08 12:08:22.499286+00:00,186.151,186.151,186.151,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_tp1_study,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_tp1_study,TP1 estudio,2026-05-07 16:00:00,2026-06-08 12:08:22.499286+00:00,181.319,181.319,181.319,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_tp2_study,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_tp2_study,TP2 estudio,2026-05-07 16:00:00,2026-06-08 12:08:22.499286+00:00,178.30130599999998,178.30130599999998,178.30130599999998,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_cross_marker,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_cross_marker,Cruce MACD,,,,,184.154,2026-06-05 12:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,185.67451703225808,2026-06-05 12:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742|macd_current_price_marker,macd_breakout_enrichment_v1|EURJPY.r|H4|SELL|742,EURJPY.r,H4,macd_current_price_marker,Precio actual,,,,,184.154,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_w1_leg,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_w1_leg,W1 estudio,2026-05-26 08:00:00,2026-05-27 12:00:00,1.97623,1.99221,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_w2_retracement,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_w2_retracement,W2 estudio,2026-05-27 12:00:00,2026-06-01 16:00:00,1.99221,1.946,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_w2_directrix,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_w2_directrix,Reg W2 highs estudio,2026-05-27 12:00:00,2026-06-08 08:00:00,1.9820362500000004,1.8780369999999982,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_breakout_level,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_breakout_level,Ruptura estudio,2026-05-27 12:00:00,2026-06-08 12:08:22.499286+00:00,1.9466322499999995,1.9466322499999995,1.9466322499999995,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_sl_study,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_sl_study,SL estudio,2026-05-27 12:00:00,2026-06-08 12:08:22.499286+00:00,1.946,1.946,1.946,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_tp1_study,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_tp1_study,TP1 estudio,2026-05-27 12:00:00,2026-06-08 12:08:22.499286+00:00,1.95862,1.95862,1.95862,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_tp2_study,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_tp2_study,TP2 estudio,2026-05-27 12:00:00,2026-06-08 12:08:22.499286+00:00,1.96849564,1.96849564,1.96849564,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_cross_marker,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_cross_marker,Cruce MACD,,,,,1.98322,2026-06-01 16:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,1.9466322499999995,2026-06-01 04:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141|macd_current_price_marker,macd_breakout_enrichment_v1|EURNZD.r|H4|BUY|141,EURNZD.r,H4,macd_current_price_marker,Precio actual,,,,,1.98322,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_w1_leg,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_w1_leg,W1 estudio,2026-05-27 12:00:00,2026-06-01 16:00:00,1.99221,1.946,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_w2_directrix,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_w2_directrix,Reg W2 lows estudio,2026-06-01 16:00:00,2026-06-08 08:00:00,1.9547975123152699,1.9874945238095252,,,dash:#5ce0ca,w2_low_regression_projected,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_breakout_level,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_breakout_level,Ruptura estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.9874945238095252,1.9874945238095252,1.9874945238095252,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_sl_study,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_sl_study,SL estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.99221,1.99221,1.99221,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_tp1_study,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_tp1_study,TP1 estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.94377,1.94377,1.94377,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_tp2_study,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_tp2_study,TP2 estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.91521222,1.91521222,1.91521222,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,1.9874945238095252,2026-06-08 08:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142|macd_current_price_marker,macd_breakout_enrichment_v1|EURNZD.r|H4|SELL|142,EURNZD.r,H4,macd_current_price_marker,Precio actual,,,,,1.98322,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_w1_leg,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_w1_leg,W1 estudio,2026-05-29 16:00:00,2026-06-03 12:00:00,1.15904,1.1672,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_w2_directrix,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_w2_directrix,Reg W2 highs estudio,2026-06-03 12:00:00,2026-06-08 08:00:00,1.1619100000000002,1.1550249999999982,,,dash:#5ce0ca,w2_high_regression_projected,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_breakout_level,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_breakout_level,Ruptura estudio,2026-06-03 12:00:00,2026-06-08 12:08:22.499286+00:00,1.1602899999999998,1.1602899999999998,1.1602899999999998,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_sl_study,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_sl_study,SL estudio,2026-06-03 12:00:00,2026-06-08 12:08:22.499286+00:00,1.15904,1.15904,1.15904,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_tp1_study,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_tp1_study,TP1 estudio,2026-06-03 12:00:00,2026-06-08 12:08:22.499286+00:00,1.16279,1.16279,1.16279,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_tp2_study,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_tp2_study,TP2 estudio,2026-06-03 12:00:00,2026-06-08 12:08:22.499286+00:00,1.17039758,1.17039758,1.17039758,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_cross_marker,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_cross_marker,Cruce MACD,,,,,1.15082,2026-06-04 12:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_recent_breakout_marker,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,1.1602899999999998,2026-06-04 04:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670|macd_current_price_marker,macd_breakout_enrichment_v1|EURUSD.r|H4|BUY|670,EURUSD.r,H4,macd_current_price_marker,Precio actual,,,,,1.15082,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_w1_leg,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_w1_leg,W1 estudio,2026-05-13 08:00:00,2026-05-29 16:00:00,1.17832,1.15904,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_w2_retracement,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_w2_retracement,W2 estudio,2026-05-29 16:00:00,2026-06-03 12:00:00,1.15904,1.1672,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_sl_study,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_sl_study,SL estudio,2026-05-29 16:00:00,2026-06-08 12:08:22.499286+00:00,1.17832,1.17832,1.17832,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_tp1_study,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_tp1_study,TP1 estudio,2026-05-29 16:00:00,2026-06-08 12:08:22.499286+00:00,1.16217,1.16217,1.16217,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_tp2_study,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_tp2_study,TP2 estudio,2026-05-29 16:00:00,2026-06-08 12:08:22.499286+00:00,1.1513488200000002,1.1513488200000002,1.1513488200000002,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_cross_marker,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_cross_marker,Cruce MACD,,,,,1.15082,2026-06-05 12:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670|macd_current_price_marker,macd_breakout_enrichment_v1|EURUSD.r|H4|SELL|670,EURUSD.r,H4,macd_current_price_marker,Precio actual,,,,,1.15082,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_w1_leg,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_w1_leg,W1 estudio,2026-05-15 12:00:00,2026-05-22 00:00:00,1.85566,1.88771,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_w2_retracement,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_w2_retracement,W2 estudio,2026-05-22 00:00:00,2026-06-01 16:00:00,1.88771,1.86915,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_w2_directrix,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_w2_directrix,Reg W2 highs tardia,2026-05-22 00:00:00,2026-06-08 08:00:00,1.8842031755102038,1.8739658448979593,,,dot:#8aa8a3,w2_high_regression_projected,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_breakout_level,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_breakout_level,Ruptura estudio,2026-05-22 00:00:00,2026-06-08 12:08:22.499286+00:00,1.876826275510204,1.876826275510204,1.876826275510204,,dash:#ffd166,breakout_level,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_sl_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_sl_study,SL estudio,2026-05-22 00:00:00,2026-06-08 12:08:22.499286+00:00,1.86915,1.86915,1.86915,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_tp1_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_tp1_study,TP1 estudio,2026-05-22 00:00:00,2026-06-08 12:08:22.499286+00:00,1.9012,1.9012,1.9012,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_tp2_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_tp2_study,TP2 estudio,2026-05-22 00:00:00,2026-06-08 12:08:22.499286+00:00,1.9210069,1.9210069,1.9210069,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_cross_marker,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_cross_marker,Cruce MACD,,,,,1.89005,2026-06-01 16:00:00,marker:#ffe082,last_macd_cross_time,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_recent_breakout_marker,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_recent_breakout_marker,Ruptura reciente,,,,,1.876826275510204,2026-06-03 04:00:00,marker:#f6c90e,last_breakout_time|breakout_level,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140|macd_current_price_marker,macd_breakout_enrichment_v1|GBPAUD.r|H4|BUY|140,GBPAUD.r,H4,macd_current_price_marker,Precio actual,,,,,1.89005,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139|macd_w1_leg,macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139,GBPAUD.r,H4,macd_w1_leg,W1 estudio,2026-05-22 00:00:00,2026-06-01 16:00:00,1.88771,1.86915,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139|macd_sl_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139,GBPAUD.r,H4,macd_sl_study,SL estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.88771,1.88771,1.88771,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139|macd_tp1_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139,GBPAUD.r,H4,macd_tp1_study,TP1 estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.87788,1.87788,1.87788,,dot:#75d7ff,tp1_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139|macd_tp2_study,macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139,GBPAUD.r,H4,macd_tp2_study,TP2 estudio,2026-06-01 16:00:00,2026-06-08 12:08:22.499286+00:00,1.86640992,1.86640992,1.86640992,,dot:#75d7ff,tp2_study,True
macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139|macd_current_price_marker,macd_breakout_enrichment_v1|GBPAUD.r|H4|SELL|139,GBPAUD.r,H4,macd_current_price_marker,Precio actual,,,,,1.89005,2026-06-08 12:08:22.499286+00:00,marker:#f7f7f7,close,True
macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142|macd_w1_leg,macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142,GBPCAD.r,H4,macd_w1_leg,W1 estudio,2026-06-01 12:00:00,2026-06-05 20:00:00,1.85145,1.86888,,,line:#58e6d3,w1_start_price|w1_end_price,True
macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142|macd_w2_retracement,macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142,GBPCAD.r,H4,macd_w2_retracement,W2 estudio,2026-06-05 20:00:00,2026-06-08 08:00:00,1.86888,1.85145,,,line:#f4b740,w1_end_price|w2_swing_price,True
macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142|macd_sl_study,macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142,GBPCAD.r,H4,macd_sl_study,SL estudio,2026-06-05 20:00:00,2026-06-08 12:08:22.499286+00:00,1.85145,1.85145,1.85145,,dot:#ff6b6b,sl_study,True
macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142|macd_tp1_study,macd_breakout_enrichment_v1|GBPCAD.r|H4|BUY|142,GBPCAD.r,H4,macd_tp1_study,TP1 estudio,2026-06-05 20:00:00,2026-06-08 12:08:22.499286+00:00,1.8818200000000005,1.8818200000000005,1.8818200000000005,,dot:#75d7ff,tp1_study,True
